eps,raw_acc,denoised_acc
0.1,0.3774999976158142,0.9150000214576721
0.09,0.46299999952316284,0.9070000052452087
0.08,0.5580000281333923,0.9185000061988831
0.07,0.6610000133514404,0.9114999771118164
0.06,0.7455000281333923,0.921500027179718
0.05,0.8274999856948853,0.9229999780654907
0.04,0.8805000185966492,0.9259999990463257
0.03,0.9200000166893005,0.9309999942779541
0.02,0.9505000114440918,0.9265000224113464
0.01,0.9674999713897705,0.9309999942779541
